Use categories,sub-use,applications,substance name,cas,elemental composition,primary source,secondary source
Lubricants,Lubricant additive,Diving equipment,"Poly[oxy[trifluoro(trifluoromethyl)-1,2-ethanediyl]], α-(1,1,2,2,3,3,3-heptafluoropropyl)-ω-(1,1,2,2,2-pentafluoroethoxy)-",52700-35-3,,Glüge et al. (2020),
Lubricants,Lubricant additive,Handicap assistant equipment,"Poly[oxy[trifluoro(trifluoromethyl)-1,2-ethanediyl]], α-(1,1,2,2,3,3,3-heptafluoropropyl)-ω-(1,1,2,2,2-pentafluoroethoxy)-",52700-35-3,,Glüge et al. (2020),
Lubricants,Lubricant additive,Paper,"Poly[oxy[trifluoro(trifluoromethyl)-1,2-ethanediyl]], α-(1,1,2,2,3,3,3-heptafluoropropyl)-ω-(1,1,2,2,2-pentafluoroethoxy)-",52700-35-3,,Glüge et al. (2020),
Lubricants,Lubricant additive,Plastics,"Poly[oxy[trifluoro(trifluoromethyl)-1,2-ethanediyl]], α-(1,1,2,2,3,3,3-heptafluoropropyl)-ω-(1,1,2,2,2-pentafluoroethoxy)-",52700-35-3,,Glüge et al. (2020),
Lubricants,Lubricant additive,Consumer products (e.g. bike chain lubricant),"Poly[oxy[trifluoro(trifluoromethyl)-1,2-ethanediyl]], α-(1,1,2,2,3,3,3-heptafluoropropyl)-ω-(1,1,2,2,2-pentafluoroethoxy)-",52700-35-3,,Glüge et al. (2020),
Lubricants,Lubricant additive,Food sector,Propylene tetrafluorethylene copolymer,27029-05-6,,Glüge et al. (2020),
Lubricants,Lubricant additive,Aviation and aerospace,Propylene tetrafluorethylene copolymer,27029-05-6,,Glüge et al. (2020),
Lubricants,Lubricant additive,Automotive,Propylene tetrafluorethylene copolymer,27029-05-6,,Glüge et al. (2020),
Lubricants,Lubricant additive,Trains,Propylene tetrafluorethylene copolymer,27029-05-6,,Glüge et al. (2020),
Lubricants,Lubricant additive,Nuclear powerplants,Propylene tetrafluorethylene copolymer,27029-05-6,,Glüge et al. (2020),
Lubricants,Lubricant additive,Hearing loss applications,Propylene tetrafluorethylene copolymer,27029-05-6,,Glüge et al. (2020),
Lubricants,Lubricant additive,Electronics and semiconductors,Propylene tetrafluorethylene copolymer,27029-05-6,,Glüge et al. (2020),
Lubricants,Lubricant additive,"Laboratory supplies, equipment, and instrument actions",Propylene tetrafluorethylene copolymer,27029-05-6,,Glüge et al. (2020),
Lubricants,Lubricant additive,Hospital equipments,Propylene tetrafluorethylene copolymer,27029-05-6,,Glüge et al. (2020),
Lubricants,Lubricant additive,Renewable energy,Propylene tetrafluorethylene copolymer,27029-05-6,,Glüge et al. (2020),
Lubricants,Lubricant additive,Oil & gas,Propylene tetrafluorethylene copolymer,27029-05-6,,Glüge et al. (2020),
Lubricants,Lubricant additive,Chemical industry,Propylene tetrafluorethylene copolymer,27029-05-6,,Glüge et al. (2020),
Lubricants,Lubricant additive,Diving equipment,Propylene tetrafluorethylene copolymer,27029-05-6,,Glüge et al. (2020),
Lubricants,Lubricant additive,Handicap assistant equipment,Propylene tetrafluorethylene copolymer,27029-05-6,,Glüge et al. (2020),
Lubricants,Lubricant additive,Paper,Propylene tetrafluorethylene copolymer,27029-05-6,,Glüge et al. (2020),
Lubricants,Lubricant additive,Plastics,Propylene tetrafluorethylene copolymer,27029-05-6,,Glüge et al. (2020),
Lubricants,Lubricant additive,Consumer products (e.g. bike chain lubricant),Propylene tetrafluorethylene copolymer,27029-05-6,,Glüge et al. (2020),
Lubricants,Lubricant additive,Food sector,"Poly[oxy[trifluoro(trifluoromethyl)-1,2-ethanediyl]], α,α′,α′′-[phosphinidynetris[oxy[1-fluoro-1-(trifluoromethyl)-2,1-ethanediyl]]]tris[ω-(1,1,2,2,3,3,3-heptafluoropropoxy)-",2247153-51-9,,Glüge et al. (2020),
Lubricants,Lubricant additive,Aviation and aerospace,"Poly[oxy[trifluoro(trifluoromethyl)-1,2-ethanediyl]], α,α′,α′′-[phosphinidynetris[oxy[1-fluoro-1-(trifluoromethyl)-2,1-ethanediyl]]]tris[ω-(1,1,2,2,3,3,3-heptafluoropropoxy)-",2247153-51-9,,Glüge et al. (2020),
Lubricants,Lubricant additive,Automotive,"Poly[oxy[trifluoro(trifluoromethyl)-1,2-ethanediyl]], α,α′,α′′-[phosphinidynetris[oxy[1-fluoro-1-(trifluoromethyl)-2,1-ethanediyl]]]tris[ω-(1,1,2,2,3,3,3-heptafluoropropoxy)-",2247153-51-9,,Glüge et al. (2020),
Lubricants,Lubricant additive,Trains,"Poly[oxy[trifluoro(trifluoromethyl)-1,2-ethanediyl]], α,α′,α′′-[phosphinidynetris[oxy[1-fluoro-1-(trifluoromethyl)-2,1-ethanediyl]]]tris[ω-(1,1,2,2,3,3,3-heptafluoropropoxy)-",2247153-51-9,,Glüge et al. (2020),
Lubricants,Lubricant additive,Nuclear powerplants,"Poly[oxy[trifluoro(trifluoromethyl)-1,2-ethanediyl]], α,α′,α′′-[phosphinidynetris[oxy[1-fluoro-1-(trifluoromethyl)-2,1-ethanediyl]]]tris[ω-(1,1,2,2,3,3,3-heptafluoropropoxy)-",2247153-51-9,,Glüge et al. (2020),
Lubricants,Lubricant additive,Hearing loss applications,"Poly[oxy[trifluoro(trifluoromethyl)-1,2-ethanediyl]], α,α′,α′′-[phosphinidynetris[oxy[1-fluoro-1-(trifluoromethyl)-2,1-ethanediyl]]]tris[ω-(1,1,2,2,3,3,3-heptafluoropropoxy)-",2247153-51-9,,Glüge et al. (2020),
Lubricants,Lubricant additive,Electronics and semiconductors,"Poly[oxy[trifluoro(trifluoromethyl)-1,2-ethanediyl]], α,α′,α′′-[phosphinidynetris[oxy[1-fluoro-1-(trifluoromethyl)-2,1-ethanediyl]]]tris[ω-(1,1,2,2,3,3,3-heptafluoropropoxy)-",2247153-51-9,,Glüge et al. (2020),
Lubricants,Lubricant additive,"Laboratory supplies, equipment, and instrument actions","Poly[oxy[trifluoro(trifluoromethyl)-1,2-ethanediyl]], α,α′,α′′-[phosphinidynetris[oxy[1-fluoro-1-(trifluoromethyl)-2,1-ethanediyl]]]tris[ω-(1,1,2,2,3,3,3-heptafluoropropoxy)-",2247153-51-9,,Glüge et al. (2020),
Lubricants,Lubricant additive,Hospital equipments,"Poly[oxy[trifluoro(trifluoromethyl)-1,2-ethanediyl]], α,α′,α′′-[phosphinidynetris[oxy[1-fluoro-1-(trifluoromethyl)-2,1-ethanediyl]]]tris[ω-(1,1,2,2,3,3,3-heptafluoropropoxy)-",2247153-51-9,,Glüge et al. (2020),
Lubricants,Lubricant additive,Renewable energy,"Poly[oxy[trifluoro(trifluoromethyl)-1,2-ethanediyl]], α,α′,α′′-[phosphinidynetris[oxy[1-fluoro-1-(trifluoromethyl)-2,1-ethanediyl]]]tris[ω-(1,1,2,2,3,3,3-heptafluoropropoxy)-",2247153-51-9,,Glüge et al. (2020),
Lubricants,Lubricant additive,Oil & gas,"Poly[oxy[trifluoro(trifluoromethyl)-1,2-ethanediyl]], α,α′,α′′-[phosphinidynetris[oxy[1-fluoro-1-(trifluoromethyl)-2,1-ethanediyl]]]tris[ω-(1,1,2,2,3,3,3-heptafluoropropoxy)-",2247153-51-9,,Glüge et al. (2020),
Lubricants,Lubricant additive,Chemical industry,"Poly[oxy[trifluoro(trifluoromethyl)-1,2-ethanediyl]], α,α′,α′′-[phosphinidynetris[oxy[1-fluoro-1-(trifluoromethyl)-2,1-ethanediyl]]]tris[ω-(1,1,2,2,3,3,3-heptafluoropropoxy)-",2247153-51-9,,Glüge et al. (2020),
Lubricants,Lubricant additive,Diving equipment,"Poly[oxy[trifluoro(trifluoromethyl)-1,2-ethanediyl]], α,α′,α′′-[phosphinidynetris[oxy[1-fluoro-1-(trifluoromethyl)-2,1-ethanediyl]]]tris[ω-(1,1,2,2,3,3,3-heptafluoropropoxy)-",2247153-51-9,,Glüge et al. (2020),
Lubricants,Lubricant additive,Handicap assistant equipment,"Poly[oxy[trifluoro(trifluoromethyl)-1,2-ethanediyl]], α,α′,α′′-[phosphinidynetris[oxy[1-fluoro-1-(trifluoromethyl)-2,1-ethanediyl]]]tris[ω-(1,1,2,2,3,3,3-heptafluoropropoxy)-",2247153-51-9,,Glüge et al. (2020),
Lubricants,Lubricant additive,Paper,"Poly[oxy[trifluoro(trifluoromethyl)-1,2-ethanediyl]], α,α′,α′′-[phosphinidynetris[oxy[1-fluoro-1-(trifluoromethyl)-2,1-ethanediyl]]]tris[ω-(1,1,2,2,3,3,3-heptafluoropropoxy)-",2247153-51-9,,Glüge et al. (2020),
Lubricants,Lubricant additive,Plastics,"Poly[oxy[trifluoro(trifluoromethyl)-1,2-ethanediyl]], α,α′,α′′-[phosphinidynetris[oxy[1-fluoro-1-(trifluoromethyl)-2,1-ethanediyl]]]tris[ω-(1,1,2,2,3,3,3-heptafluoropropoxy)-",2247153-51-9,,Glüge et al. (2020),
Lubricants,Lubricant additive,Consumer products (e.g. bike chain lubricant),"Poly[oxy[trifluoro(trifluoromethyl)-1,2-ethanediyl]], α,α′,α′′-[phosphinidynetris[oxy[1-fluoro-1-(trifluoromethyl)-2,1-ethanediyl]]]tris[ω-(1,1,2,2,3,3,3-heptafluoropropoxy)-",2247153-51-9,,Glüge et al. (2020),
Lubricants,Lubricant additive,Food sector,"Ethanesulfonic acid, 1,1,2,2-tetrafluoro-2-(1,1,2,2,3,3,4,4,4-nonafluorobutoxy)-, potassium salt (1:1)",88707-88-4,C4F9OC2F4SO3H,Glüge et al. (2020),
Lubricants,Lubricant additive,Aviation and aerospace,"Ethanesulfonic acid, 1,1,2,2-tetrafluoro-2-(1,1,2,2,3,3,4,4,4-nonafluorobutoxy)-, potassium salt (1:1)",88707-88-4,C4F9OC2F4SO3H,Glüge et al. (2020),
Lubricants,Lubricant additive,Automotive,"Ethanesulfonic acid, 1,1,2,2-tetrafluoro-2-(1,1,2,2,3,3,4,4,4-nonafluorobutoxy)-, potassium salt (1:1)",88707-88-4,C4F9OC2F4SO3H,Glüge et al. (2020),
Lubricants,Lubricant additive,Trains,"Ethanesulfonic acid, 1,1,2,2-tetrafluoro-2-(1,1,2,2,3,3,4,4,4-nonafluorobutoxy)-, potassium salt (1:1)",88707-88-4,C4F9OC2F4SO3H,Glüge et al. (2020),
Lubricants,Lubricant additive,Nuclear powerplants,"Ethanesulfonic acid, 1,1,2,2-tetrafluoro-2-(1,1,2,2,3,3,4,4,4-nonafluorobutoxy)-, potassium salt (1:1)",88707-88-4,C4F9OC2F4SO3H,Glüge et al. (2020),
Lubricants,Lubricant additive,Hearing loss applications,"Ethanesulfonic acid, 1,1,2,2-tetrafluoro-2-(1,1,2,2,3,3,4,4,4-nonafluorobutoxy)-, potassium salt (1:1)",88707-88-4,C4F9OC2F4SO3H,Glüge et al. (2020),
Lubricants,Lubricant additive,Electronics and semiconductors,"Ethanesulfonic acid, 1,1,2,2-tetrafluoro-2-(1,1,2,2,3,3,4,4,4-nonafluorobutoxy)-, potassium salt (1:1)",88707-88-4,C4F9OC2F4SO3H,Glüge et al. (2020),
Lubricants,Lubricant additive,"Laboratory supplies, equipment, and instrument actions","Ethanesulfonic acid, 1,1,2,2-tetrafluoro-2-(1,1,2,2,3,3,4,4,4-nonafluorobutoxy)-, potassium salt (1:1)",88707-88-4,C4F9OC2F4SO3H,Glüge et al. (2020),
Lubricants,Lubricant additive,Hospital equipments,"Ethanesulfonic acid, 1,1,2,2-tetrafluoro-2-(1,1,2,2,3,3,4,4,4-nonafluorobutoxy)-, potassium salt (1:1)",88707-88-4,C4F9OC2F4SO3H,Glüge et al. (2020),
Lubricants,Lubricant additive,Renewable energy,"Ethanesulfonic acid, 1,1,2,2-tetrafluoro-2-(1,1,2,2,3,3,4,4,4-nonafluorobutoxy)-, potassium salt (1:1)",88707-88-4,C4F9OC2F4SO3H,Glüge et al. (2020),
Lubricants,Lubricant additive,Oil & gas,"Ethanesulfonic acid, 1,1,2,2-tetrafluoro-2-(1,1,2,2,3,3,4,4,4-nonafluorobutoxy)-, potassium salt (1:1)",88707-88-4,C4F9OC2F4SO3H,Glüge et al. (2020),
Lubricants,Lubricant additive,Chemical industry,"Ethanesulfonic acid, 1,1,2,2-tetrafluoro-2-(1,1,2,2,3,3,4,4,4-nonafluorobutoxy)-, potassium salt (1:1)",88707-88-4,C4F9OC2F4SO3H,Glüge et al. (2020),
Lubricants,Lubricant additive,Diving equipment,"Ethanesulfonic acid, 1,1,2,2-tetrafluoro-2-(1,1,2,2,3,3,4,4,4-nonafluorobutoxy)-, potassium salt (1:1)",88707-88-4,C4F9OC2F4SO3H,Glüge et al. (2020),
Lubricants,Lubricant additive,Handicap assistant equipment,"Ethanesulfonic acid, 1,1,2,2-tetrafluoro-2-(1,1,2,2,3,3,4,4,4-nonafluorobutoxy)-, potassium salt (1:1)",88707-88-4,C4F9OC2F4SO3H,Glüge et al. (2020),
Lubricants,Lubricant additive,Paper,"Ethanesulfonic acid, 1,1,2,2-tetrafluoro-2-(1,1,2,2,3,3,4,4,4-nonafluorobutoxy)-, potassium salt (1:1)",88707-88-4,C4F9OC2F4SO3H,Glüge et al. (2020),
Lubricants,Lubricant additive,Plastics,"Ethanesulfonic acid, 1,1,2,2-tetrafluoro-2-(1,1,2,2,3,3,4,4,4-nonafluorobutoxy)-, potassium salt (1:1)",88707-88-4,C4F9OC2F4SO3H,Glüge et al. (2020),
Lubricants,Lubricant additive,Consumer products (e.g. bike chain lubricant),"Ethanesulfonic acid, 1,1,2,2-tetrafluoro-2-(1,1,2,2,3,3,4,4,4-nonafluorobutoxy)-, potassium salt (1:1)",88707-88-4,C4F9OC2F4SO3H,Glüge et al. (2020),
Lubricants,Lubricant additive,Food sector,"3,5,7,10,13-Pentaoxapentadecanedioic acid, 2,2,4,4,6,6,8,8, 9,9,11,11,12,12,14,14-hexadecafluoro-, sodium salt (1:2)",88707-87-3,2 CO2HOHC(O)CF2OCF2CF2OCF2CF2(OCF2)3COOH,Glüge et al. (2020),
Lubricants,Lubricant additive,Aviation and aerospace,"3,5,7,10,13-Pentaoxapentadecanedioic acid, 2,2,4,4,6,6,8,8, 9,9,11,11,12,12,14,14-hexadecafluoro-, sodium salt (1:2)",88707-87-3,2 CO2HOHC(O)CF2OCF2CF2OCF2CF2(OCF2)3COOH,Glüge et al. (2020),
Lubricants,Lubricant additive,Automotive,"3,5,7,10,13-Pentaoxapentadecanedioic acid, 2,2,4,4,6,6,8,8, 9,9,11,11,12,12,14,14-hexadecafluoro-, sodium salt (1:2)",88707-87-3,2 CO2HOHC(O)CF2OCF2CF2OCF2CF2(OCF2)3COOH,Glüge et al. (2020),
Lubricants,Lubricant additive,Trains,"3,5,7,10,13-Pentaoxapentadecanedioic acid, 2,2,4,4,6,6,8,8, 9,9,11,11,12,12,14,14-hexadecafluoro-, sodium salt (1:2)",88707-87-3,2 CO2HOHC(O)CF2OCF2CF2OCF2CF2(OCF2)3COOH,Glüge et al. (2020),
Lubricants,Lubricant additive,Nuclear powerplants,"3,5,7,10,13-Pentaoxapentadecanedioic acid, 2,2,4,4,6,6,8,8, 9,9,11,11,12,12,14,14-hexadecafluoro-, sodium salt (1:2)",88707-87-3,2 CO2HOHC(O)CF2OCF2CF2OCF2CF2(OCF2)3COOH,Glüge et al. (2020),
Lubricants,Lubricant additive,Hearing loss applications,"3,5,7,10,13-Pentaoxapentadecanedioic acid, 2,2,4,4,6,6,8,8, 9,9,11,11,12,12,14,14-hexadecafluoro-, sodium salt (1:2)",88707-87-3,2 CO2HOHC(O)CF2OCF2CF2OCF2CF2(OCF2)3COOH,Glüge et al. (2020),
Lubricants,Lubricant additive,Electronics and semiconductors,"3,5,7,10,13-Pentaoxapentadecanedioic acid, 2,2,4,4,6,6,8,8, 9,9,11,11,12,12,14,14-hexadecafluoro-, sodium salt (1:2)",88707-87-3,2 CO2HOHC(O)CF2OCF2CF2OCF2CF2(OCF2)3COOH,Glüge et al. (2020),
Lubricants,Lubricant additive,"Laboratory supplies, equipment, and instrument actions","3,5,7,10,13-Pentaoxapentadecanedioic acid, 2,2,4,4,6,6,8,8, 9,9,11,11,12,12,14,14-hexadecafluoro-, sodium salt (1:2)",88707-87-3,2 CO2HOHC(O)CF2OCF2CF2OCF2CF2(OCF2)3COOH,Glüge et al. (2020),
Lubricants,Lubricant additive,Hospital equipments,"3,5,7,10,13-Pentaoxapentadecanedioic acid, 2,2,4,4,6,6,8,8, 9,9,11,11,12,12,14,14-hexadecafluoro-, sodium salt (1:2)",88707-87-3,2 CO2HOHC(O)CF2OCF2CF2OCF2CF2(OCF2)3COOH,Glüge et al. (2020),
Lubricants,Lubricant additive,Renewable energy,"3,5,7,10,13-Pentaoxapentadecanedioic acid, 2,2,4,4,6,6,8,8, 9,9,11,11,12,12,14,14-hexadecafluoro-, sodium salt (1:2)",88707-87-3,2 CO2HOHC(O)CF2OCF2CF2OCF2CF2(OCF2)3COOH,Glüge et al. (2020),
Lubricants,Lubricant additive,Oil & gas,"3,5,7,10,13-Pentaoxapentadecanedioic acid, 2,2,4,4,6,6,8,8, 9,9,11,11,12,12,14,14-hexadecafluoro-, sodium salt (1:2)",88707-87-3,2 CO2HOHC(O)CF2OCF2CF2OCF2CF2(OCF2)3COOH,Glüge et al. (2020),
Lubricants,Lubricant additive,Chemical industry,"3,5,7,10,13-Pentaoxapentadecanedioic acid, 2,2,4,4,6,6,8,8, 9,9,11,11,12,12,14,14-hexadecafluoro-, sodium salt (1:2)",88707-87-3,2 CO2HOHC(O)CF2OCF2CF2OCF2CF2(OCF2)3COOH,Glüge et al. (2020),
Lubricants,Lubricant additive,Diving equipment,"3,5,7,10,13-Pentaoxapentadecanedioic acid, 2,2,4,4,6,6,8,8, 9,9,11,11,12,12,14,14-hexadecafluoro-, sodium salt (1:2)",88707-87-3,2 CO2HOHC(O)CF2OCF2CF2OCF2CF2(OCF2)3COOH,Glüge et al. (2020),
Lubricants,Lubricant additive,Handicap assistant equipment,"3,5,7,10,13-Pentaoxapentadecanedioic acid, 2,2,4,4,6,6,8,8, 9,9,11,11,12,12,14,14-hexadecafluoro-, sodium salt (1:2)",88707-87-3,2 CO2HOHC(O)CF2OCF2CF2OCF2CF2(OCF2)3COOH,Glüge et al. (2020),
Lubricants,Lubricant additive,Paper,"3,5,7,10,13-Pentaoxapentadecanedioic acid, 2,2,4,4,6,6,8,8, 9,9,11,11,12,12,14,14-hexadecafluoro-, sodium salt (1:2)",88707-87-3,2 CO2HOHC(O)CF2OCF2CF2OCF2CF2(OCF2)3COOH,Glüge et al. (2020),
Lubricants,Lubricant additive,Plastics,"3,5,7,10,13-Pentaoxapentadecanedioic acid, 2,2,4,4,6,6,8,8, 9,9,11,11,12,12,14,14-hexadecafluoro-, sodium salt (1:2)",88707-87-3,2 CO2HOHC(O)CF2OCF2CF2OCF2CF2(OCF2)3COOH,Glüge et al. (2020),
Lubricants,Lubricant additive,Consumer products (e.g. bike chain lubricant),"3,5,7,10,13-Pentaoxapentadecanedioic acid, 2,2,4,4,6,6,8,8, 9,9,11,11,12,12,14,14-hexadecafluoro-, sodium salt (1:2)",88707-87-3,2 CO2HOHC(O)CF2OCF2CF2OCF2CF2(OCF2)3COOH,Glüge et al. (2020),
Lubricants,Lubricant additive,Food sector,"Phosphine, tris[4-[4,4,6,7,7,9,10,10,12,13,13,15,15,15-tetradecafluoro-6,9,12-tris(trifluoromethyl)-2,5,8,11,14-pentaoxapentade1-yl]phenyl]-",88750-33-8,P[C6H4CH2OCH2(CF2OCF(CF3))3CF2OCF3]3,Glüge et al. (2020),
Lubricants,Lubricant additive,Aviation and aerospace,"Phosphine, tris[4-[4,4,6,7,7,9,10,10,12,13,13,15,15,15-tetradecafluoro-6,9,12-tris(trifluoromethyl)-2,5,8,11,14-pentaoxapentade1-yl]phenyl]-",88750-33-8,P[C6H4CH2OCH2(CF2OCF(CF3))3CF2OCF3]3,Glüge et al. (2020),
Lubricants,Lubricant additive,Automotive,"Phosphine, tris[4-[4,4,6,7,7,9,10,10,12,13,13,15,15,15-tetradecafluoro-6,9,12-tris(trifluoromethyl)-2,5,8,11,14-pentaoxapentade1-yl]phenyl]-",88750-33-8,P[C6H4CH2OCH2(CF2OCF(CF3))3CF2OCF3]3,Glüge et al. (2020),
Lubricants,Lubricant additive,Trains,"Phosphine, tris[4-[4,4,6,7,7,9,10,10,12,13,13,15,15,15-tetradecafluoro-6,9,12-tris(trifluoromethyl)-2,5,8,11,14-pentaoxapentade1-yl]phenyl]-",88750-33-8,P[C6H4CH2OCH2(CF2OCF(CF3))3CF2OCF3]3,Glüge et al. (2020),
Lubricants,Lubricant additive,Nuclear powerplants,"Phosphine, tris[4-[4,4,6,7,7,9,10,10,12,13,13,15,15,15-tetradecafluoro-6,9,12-tris(trifluoromethyl)-2,5,8,11,14-pentaoxapentade1-yl]phenyl]-",88750-33-8,P[C6H4CH2OCH2(CF2OCF(CF3))3CF2OCF3]3,Glüge et al. (2020),
Lubricants,Lubricant additive,Hearing loss applications,"Phosphine, tris[4-[4,4,6,7,7,9,10,10,12,13,13,15,15,15-tetradecafluoro-6,9,12-tris(trifluoromethyl)-2,5,8,11,14-pentaoxapentade1-yl]phenyl]-",88750-33-8,P[C6H4CH2OCH2(CF2OCF(CF3))3CF2OCF3]3,Glüge et al. (2020),
Lubricants,Lubricant additive,Electronics and semiconductors,"Phosphine, tris[4-[4,4,6,7,7,9,10,10,12,13,13,15,15,15-tetradecafluoro-6,9,12-tris(trifluoromethyl)-2,5,8,11,14-pentaoxapentade1-yl]phenyl]-",88750-33-8,P[C6H4CH2OCH2(CF2OCF(CF3))3CF2OCF3]3,Glüge et al. (2020),
Lubricants,Lubricant additive,"Laboratory supplies, equipment, and instrument actions","Phosphine, tris[4-[4,4,6,7,7,9,10,10,12,13,13,15,15,15-tetradecafluoro-6,9,12-tris(trifluoromethyl)-2,5,8,11,14-pentaoxapentade1-yl]phenyl]-",88750-33-8,P[C6H4CH2OCH2(CF2OCF(CF3))3CF2OCF3]3,Glüge et al. (2020),
Lubricants,Lubricant additive,Hospital equipments,"Phosphine, tris[4-[4,4,6,7,7,9,10,10,12,13,13,15,15,15-tetradecafluoro-6,9,12-tris(trifluoromethyl)-2,5,8,11,14-pentaoxapentade1-yl]phenyl]-",88750-33-8,P[C6H4CH2OCH2(CF2OCF(CF3))3CF2OCF3]3,Glüge et al. (2020),
Lubricants,Lubricant additive,Renewable energy,"Phosphine, tris[4-[4,4,6,7,7,9,10,10,12,13,13,15,15,15-tetradecafluoro-6,9,12-tris(trifluoromethyl)-2,5,8,11,14-pentaoxapentade1-yl]phenyl]-",88750-33-8,P[C6H4CH2OCH2(CF2OCF(CF3))3CF2OCF3]3,Glüge et al. (2020),
Lubricants,Lubricant additive,Oil & gas,"Phosphine, tris[4-[4,4,6,7,7,9,10,10,12,13,13,15,15,15-tetradecafluoro-6,9,12-tris(trifluoromethyl)-2,5,8,11,14-pentaoxapentade1-yl]phenyl]-",88750-33-8,P[C6H4CH2OCH2(CF2OCF(CF3))3CF2OCF3]3,Glüge et al. (2020),
Lubricants,Lubricant additive,Chemical industry,"Phosphine, tris[4-[4,4,6,7,7,9,10,10,12,13,13,15,15,15-tetradecafluoro-6,9,12-tris(trifluoromethyl)-2,5,8,11,14-pentaoxapentade1-yl]phenyl]-",88750-33-8,P[C6H4CH2OCH2(CF2OCF(CF3))3CF2OCF3]3,Glüge et al. (2020),
Lubricants,Lubricant additive,Diving equipment,"Phosphine, tris[4-[4,4,6,7,7,9,10,10,12,13,13,15,15,15-tetradecafluoro-6,9,12-tris(trifluoromethyl)-2,5,8,11,14-pentaoxapentade1-yl]phenyl]-",88750-33-8,P[C6H4CH2OCH2(CF2OCF(CF3))3CF2OCF3]3,Glüge et al. (2020),
Lubricants,Lubricant additive,Handicap assistant equipment,"Phosphine, tris[4-[4,4,6,7,7,9,10,10,12,13,13,15,15,15-tetradecafluoro-6,9,12-tris(trifluoromethyl)-2,5,8,11,14-pentaoxapentade1-yl]phenyl]-",88750-33-8,P[C6H4CH2OCH2(CF2OCF(CF3))3CF2OCF3]3,Glüge et al. (2020),
Lubricants,Lubricant additive,Paper,"Phosphine, tris[4-[4,4,6,7,7,9,10,10,12,13,13,15,15,15-tetradecafluoro-6,9,12-tris(trifluoromethyl)-2,5,8,11,14-pentaoxapentade1-yl]phenyl]-",88750-33-8,P[C6H4CH2OCH2(CF2OCF(CF3))3CF2OCF3]3,Glüge et al. (2020),
Lubricants,Lubricant additive,Plastics,"Phosphine, tris[4-[4,4,6,7,7,9,10,10,12,13,13,15,15,15-tetradecafluoro-6,9,12-tris(trifluoromethyl)-2,5,8,11,14-pentaoxapentade1-yl]phenyl]-",88750-33-8,P[C6H4CH2OCH2(CF2OCF(CF3))3CF2OCF3]3,Glüge et al. (2020),
Lubricants,Lubricant additive,Consumer products (e.g. bike chain lubricant),"Phosphine, tris[4-[4,4,6,7,7,9,10,10,12,13,13,15,15,15-tetradecafluoro-6,9,12-tris(trifluoromethyl)-2,5,8,11,14-pentaoxapentade1-yl]phenyl]-",88750-33-8,P[C6H4CH2OCH2(CF2OCF(CF3))3CF2OCF3]3,Glüge et al. (2020),
Lubricants,Carrier solvent,Carrier solvent,Methyl nonafluoroisobutyl ether,163702-07-6,,ECHA (2023a),
Lubricants,Carrier solvent,Carrier solvent,Ethyl nonafluorbutyl ether,163702-05-4,,ECHA (2023a),
Lubricants,Carrier solvent,Carrier solvent,Ethyl nonafluorisobutyl ether,163702-06-5,,ECHA (2023a),
Lubricants,Base oil/grease,Consumer products (e.g. music instruments),Polytetrafluoroethylene,9002-84-0,(CF2CF2)x,ECHA (2023a),
Lubricants,Base oil/grease,Consumer products (e.g. music instruments),Poly(vinylidene fluoride),24937-79-9,(CH2CF2)x,ECHA (2023a),
Lubricants,Carrier solvent,Carrier solvent,"1,1,1,2,2,3,4,5,5,5- Decafluoropentane",138495-42-8,C5H2F10,ECHA (2023a),
Lubricants,Carrier solvent,Carrier solvent,"Cis-1,1,1,4,4,4-Hexafluoro-2-butene",692-49-9,C4H2F6,ECHA (2023a),
Lubricants,Carrier solvent,Carrier solvent,"(Z)-1-Chloro-2,3,3,3-tetrafluoropropene",111512-60-8,ClC3HF4,ECHA (2023a),
Lubricants,Carrier solvent,Carrier solvent,"Trans-1-chloro-3,3,3-trifluoropropene",102687-65-0,ClC3H2F3,ECHA (2023a),
Lubricants,Carrier solvent,Carrier solvent,Methoxytridecafluoro-heptene isomers,,C8H3OF13,ECHA (2023a),
Lubricants,Carrier solvent,Carrier solvent,Methyl perfluoropropyl ether,375-03-1,C4H3OF7,ECHA (2023a),
Lubricants,Carrier solvent,Carrier solvent,Methyl nonafluorobutyl ether + Methyl nonafluoroisobutyl ether,163702-08-7; 163702-07-6,C5H3OF9,ECHA (2023a),
Lubricants,Carrier solvent,Carrier solvent,1-Ethoxy-nonafluorobutane,163702-05-4,C6H5OF9,ECHA (2023a),
Medical products,Engineered fluids,Carrier solvent & lubricants,"1,1,1,2,2,3,4,5,5,5- Decafluoropentane",138495-42-8,C5H2F10,ECHA (2023a),
Medical products,Engineered fluids,Carrier solvent & lubricants,"Cis-1,1,1,4,4,4-Hexafluoro-2-butene",692-49-9,C4H2F6,ECHA (2023a),
Medical products,Engineered fluids,Carrier solvent & lubricants,"(Z)-1-Chloro-2,3,3,3-tetrafluoropropene",111512-60-8,ClC3HF4,ECHA (2023a),
Medical products,Engineered fluids,Carrier solvent & lubricants,"Trans-1-chloro-3,3,3-trifluoropropene",102687-65-0,ClC3H2F3,ECHA (2023a),
Medical products,Engineered fluids,Carrier solvent & lubricants,Methoxytridecafluoro-heptene isomers,,C8H3OF13,ECHA (2023a),
